,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q3 2023,30.13,6.66,0.01,-,-,-,120,0.25,88,6.27,0.83,0.74,-,14.01%,15.95%,-,8062,2023-09-30 00:00:00,0.212,8062
Q2 2023,25.2,4.22,0.01,0.010,150.92,30.92,120,0.25,72,5.82,0.70,0.60,-,19.39%,17.19%,26.72%,8062,2023-06-30 00:00:00,0.208,8062
Q1 2023,28.6,5.92,0.01,-,-,-,120.34,0.25,110,9.26,1.04,0.91,-,-,10.80%,-,8062,2023-03-31 00:00:00,0.152,8062
Q4 2022,22.66,-2.72,-0.01,0.020,151.85,31.51,120.34,0.25,134,-,1.30,1.12,-,-,7.76%,10.69%,8062,2022-12-31 00:00:00,0.147,8062
Q3 2022,25.75,4.87,0.01,-,-,-,-,-,122,5.21,1.10,-,-,13.26%,19.19%,-,8062,2022-09-30 00:00:00,0.112,8062
Q2 2022,28.44,3.79,0.01,-,142.35,24.58,117.77,0.24,194,7.95,1.73,1.65,-,15.88%,12.58%,-,8062,2022-06-30 00:00:00,0.153,8062
Q1 2022,26.89,4.49,0.01,-,-,-,114.45,0.24,216,8.29,1.99,1.89,-,-,12.06%,-,8062,2022-03-31 00:00:00,0.187,8062
Q4 2021,30.27,10.34,0.02,0.010,128.26,13.81,114.45,0.24,211,7.96,2.03,1.85,-,-,12.57%,10.46%,8062,2021-12-31 00:00:00,0.17,8062
Q3 2021,26.79,5.85,0.01,0.020,-,-,-,-,127,8.53,1.25,-,-,20.91%,11.73%,15.83%,8062,2021-09-30 00:00:00,0.271,8062
Q2 2021,24.33,5.37,0.01,-,125.52,17.78,107.74,0.22,132,19.76,1.28,1.23,-,20.19%,5.06%,-,8062,2021-06-30 00:00:00,0.293,8062
Q1 2021,22.57,4.99,0.01,-,-,-,99.43,0.21,91,25.32,0.83,0.92,-,-,3.95%,-,8062,2021-03-31 00:00:00,0.287,8062
Q4 2020,28.37,-1.29,-0.00,0.006,118.56,19.13,99.43,0.21,70,-,0.59,0.70,-,-,6.06%,7.02%,8062,2020-12-31 00:00:00,0.166,8062
Q3 2020,27.94,-2.39,-0.00,-,-,-,-,-,77,-,0.59,-,Upgrade,Upgrade,1.69%,-,8062,2020-09-30 00:00:00,0.172,8062
Q2 2020,,,,,,,,,,,,,,,,,8062,2020-06-30 00:00:00,0.116,8062
Q1 2020,,,,,,,,,,,,,,,,,8062,2020-03-31 00:00:00,0.089,8062
Q4 2019,,,,,,,,,,,,,,,,,8062,2019-12-31 00:00:00,0.098,8062
Q3 2024,96.07,-5.63,-0.02,-,168.65,100.3,68.35,0.20,214,-,0.69,3.13,-,-5.69%,-2.66%,-,8040,2024-09-30 00:00:00,0.54,8040
Q2 2024,87.44,-1.15,-0.00,-,161.08,81.51,79.57,0.23,258,-,0.84,3.25,-,-10.26%,1.74%,-,8040,2024-06-30 00:00:00,0.4,8040
Q1 2024,66.05,-2.12,-0.01,-,-,-,82.85,0.24,190,-,0.70,2.30,-,16.19%,0.89%,-,8040,2024-03-31 00:00:00,0.58,8040
Q4 2023,59.61,3.21,0.01,-,144.38,61.53,82.85,0.24,184,154.55,0.70,2.22,-,24.35%,0.65%,-,8040,2023-12-31 00:00:00,0.63,8040
Q3 2023,95.82,4.58,0.01,-,-,-,75.08,0.22,204,-21.07,0.80,2.72,-,-21.70%,-4.75%,-,8040,2023-09-30 00:00:00,0.76,8040
Q2 2023,49.61,-3.96,-0.01,-,140.92,65.84,75.08,0.22,187,-,0.87,2.49,-,-14.89%,-9.05%,-,8040,2023-06-30 00:00:00,0.56,8040
Q1 2023,55.44,-2.64,-0.01,-,-,-,70.89,0.22,173,-,0.78,2.44,-,-,-8.95%,-,8040,2023-03-31 00:00:00,0.54,8040
Q4 2022,55.46,-7.67,-0.02,-,125.42,54.53,70.89,0.22,118,-,0.56,1.67,-,-,-11.46%,-,8040,2022-12-31 00:00:00,0.6,8040
Q3 2022,54.59,-2.67,-0.01,-,-,-,-,-,112,-,0.56,-,-,-11.83%,-7.93%,-,8040,2022-09-30 00:00:00,0.55,8040
Q2 2022,55.21,-2.5,-0.01,-,128.28,47.06,81.22,0.25,68,-,0.34,0.84,-,-3.32%,-3.62%,-,8040,2022-06-30 00:00:00,0.54,8040
Q1 2022,47.87,-0.73,-0.00,-,-,-,87.97,0.27,37,-,0.17,0.42,-,-,8.84%,-,8040,2022-03-31 00:00:00,0.37,8040
Q4 2021,44.14,-2.98,-0.01,0.011,125.17,37.2,87.97,0.27,48,-,0.21,0.55,-,-,5.33%,7.75%,8040,2021-12-31 00:00:00,0.35,8040
Q3 2021,52.2,3.74,0.01,-,-,-,-,-,31,-8.59,0.14,-,-,14.89%,-11.64%,-,8040,2021-09-30 00:00:00,0.214,8040
Q2 2021,69.64,3.26,0.01,-,139.33,52.11,87.22,0.27,31,-5.14,0.13,0.36,-,-6.63%,-19.47%,-,8040,2021-06-30 00:00:00,0.11,8040
Q1 2021,58.9,-1.46,-0.00,-,-,-,87.82,0.27,35,-,0.16,0.40,-,-,-23.96%,-,8040,2021-03-31 00:00:00,0.142,8040
Q4 2020,35.61,-9.15,-0.03,0.007,131.61,43.8,87.82,0.27,41,-,0.17,0.46,-,-,-12.18%,6.73%,8040,2020-12-31 00:00:00,0.092,8040
Q3 2020,69.1,1.24,0.00,-,-,-,-,-,58,10.82,0.21,-,Upgrade,Upgrade,9.24%,-,8040,2020-09-30 00:00:00,0.093,8040
Q2 2020,,,,,,,,,,,,,,,,,8040,2020-06-30 00:00:00,0.097,8040
Q1 2020,,,,,,,,,,,,,,,,,8040,2020-03-31 00:00:00,0.111,8040
Q4 2019,,,,,,,,,,,,,,,,,8040,2019-12-31 00:00:00,0.158,8040
Q2 2024,62.33,0.44,0.00,-,236.17,110.05,126.12,0.11,50,-3.30,0.24,0.37,0.27%,1.53%,-30.34%,-,8406,2024-06-30 00:00:00,0.044,8406
Q1 2024,62.33,0.44,0.00,-,236.17,110.05,126.12,0.11,81,-4.35,0.45,0.59,-,-35.83%,-22.98%,-,8406,2024-03-31 00:00:00,0.071,8406
Q4 2023,45.55,-10.1,-0.01,-,183.78,79.11,104.67,0.11,102,-,0.55,0.88,-,-16.36%,-20.16%,-,8406,2023-12-31 00:00:00,0.106,8406
Q3 2023,26.48,-4.94,-0.01,-,-,-,120.86,0.13,205,-,1.26,1.58,-,-8.39%,-18.30%,-,8406,2023-09-30 00:00:00,0.214,8406
Q2 2023,32.84,-2.56,-0.00,-,184.91,64.05,120.86,0.13,132,-,0.74,1.01,-,-3.33%,-29.21%,-,8406,2023-06-30 00:00:00,0.137,8406
Q1 2023,62.05,-1.02,-0.00,-,-,-,123.15,0.13,181,-,0.81,1.29,-,-,-21.66%,-,8406,2023-03-31 00:00:00,0.189,8406
Q4 2022,30.02,-26.5,-0.03,-,190.85,67.7,123.15,0.13,278,-,1.16,2.00,-,-,-14.15%,-,8406,2022-12-31 00:00:00,0.29,8406
Q3 2022,38.59,-5.46,-0.01,-,-,-,-,-,344,-,1.22,-,-,-4.70%,-6.59%,-,8406,2022-09-30 00:00:00,0.43,8406
Q2 2022,66.16,-1.39,-0.00,-,211.58,93.27,118.31,0.15,400,-,1.17,2.89,-,-5.02%,-4.23%,-,8406,2022-06-30 00:00:00,0.5,8406
Q1 2022,77.75,-1.49,-0.00,-,-,-,118.71,0.15,712,-,1.86,4.86,-,-,-1.29%,-,8406,2022-03-31 00:00:00,0.89,8406
Q4 2021,72.19,-12.21,-0.02,-,202.91,84.2,118.71,0.15,696,-,1.92,4.78,-,-,-0.38%,-,8406,2021-12-31 00:00:00,0.87,8406
Q3 2021,75.71,0.66,0.00,-,-,-,-,-,624,41.77,1.81,-,-,17.66%,2.39%,-,8406,2021-09-30 00:00:00,0.78,8406
Q2 2021,83.89,5.58,0.01,-,200.76,69.75,131.01,0.16,137,6.18,0.40,0.87,-,12.58%,16.19%,-,8406,2021-06-30 00:00:00,0.171,8406
Q1 2021,63.13,3.84,0.00,-,-,-,121.91,0.15,172,6.03,0.53,1.19,-,-,16.58%,-,8406,2021-03-31 00:00:00,0.215,8406
Q4 2020,62.36,2.29,0.00,-,180.8,58.89,121.91,0.15,104,3.72,0.34,0.72,-,-,26.90%,-,8406,2020-12-31 00:00:00,0.13,8406
Q3 2020,74.12,6.71,0.01,-,-,-,-,-,100,3.11,0.33,-,-,39.81%,32.19%,-,8406,2020-09-30 00:00:00,0.125,8406
Q2 2020,75.77,11.2,0.01,-,194.12,73.89,120.23,0.15,92,3.03,0.33,0.70,-,12.82%,33.00%,-,8406,2020-06-30 00:00:00,0.115,8406
Q1 2020,48.49,3.36,0.00,-,-,-,104.86,0.13,98,4.47,0.40,0.85,-,-,22.37%,-,8406,2020-03-31 00:00:00,0.113,8406
Q3 2024,,,,,,,,,,,,,,,,,8406,2024-09-30 00:00:00,0.066,8406
Q4 2019,,,,,,,,,,,,,,,,,8406,2019-12-31 00:00:00,0.111,8406
Q2 2024,54.48,1.08,0.00,-,373.99,156.39,217.6,0.31,117,75.41,0.53,0.54,1.70%,1.97%,1.33%,-,8490,2024-06-30 00:00:00,0.166,8490
Q1 2024,54.48,1.08,0.00,-,373.99,156.39,217.6,0.31,104,975.83,0.47,0.48,-,0.35%,0.10%,-,8490,2024-03-31 00:00:00,0.148,8490
Q4 2023,59.05,0.19,0.00,-,358.13,137.19,220.94,0.31,98,192.28,0.46,0.44,-,-1.46%,0.52%,-,8490,2023-12-31 00:00:00,0.139,8490
Q3 2023,51.99,-0.8,-0.00,-,-,-,219.46,0.31,129,-,0.64,0.59,-,-0.65%,2.15%,-,8490,2023-09-30 00:00:00,0.183,8490
Q2 2023,54.88,-0.37,-0.00,-,335.52,116.06,219.46,0.31,122,-,0.62,0.56,-,2.60%,3.36%,-,8490,2023-06-30 00:00:00,0.173,8490
Q1 2023,46.67,1.48,0.00,-,-,-,228.65,0.32,164,20.43,0.80,0.72,-,-,4.89%,-,8490,2023-03-31 00:00:00,0.229,8490
Q4 2022,48.93,2.45,0.00,0.002,311.67,83.02,228.65,0.32,173,20.01,0.79,0.76,-,-,5.00%,2.19%,8490,2022-12-31 00:00:00,0.242,8490
Q3 2022,46,0.53,0.00,-,-,-,-,-,148,21.96,0.63,-,-,5.87%,4.55%,-,8490,2022-09-30 00:00:00,0.207,8490
Q2 2022,64.25,3.55,0.01,0.003,318.83,78.82,240.01,0.34,167,20.04,0.67,0.70,-,3.48%,4.99%,2.17%,8490,2022-06-30 00:00:00,0.231,8490
Q1 2022,58.68,2.11,0.00,-,-,-,243.19,0.34,187,25.76,0.74,0.77,-,-,3.88%,-,8490,2022-03-31 00:00:00,0.256,8490
Q4 2021,65.66,0.56,0.00,0.002,331.82,88.64,243.19,0.34,194,28.33,0.78,0.80,-,-,3.53%,1.83%,8490,2021-12-31 00:00:00,0.265,8490
Q3 2021,61.09,2.13,0.00,-,-,-,-,-,233,-164.30,0.97,-,-,4.19%,-0.61%,-,8490,2021-09-30 00:00:00,0.318,8490
Q2 2021,67.31,2.46,0.00,0.003,324.07,86.34,237.73,0.34,215,-29.85,0.96,0.91,-,2.94%,-3.35%,1.01%,8490,2021-06-30 00:00:00,0.292,8490
Q1 2021,54.99,1.71,0.00,-,-,-,232.06,0.33,233,-19.55,1.22,1.00,-,-,-5.11%,-,8490,2021-03-31 00:00:00,0.315,8490
Q4 2020,55.73,-7.71,-0.01,-,304.85,72.79,232.06,0.33,233,-,1.36,1.00,-,-,-6.06%,-,8490,2020-12-31 00:00:00,0.315,8490
Q3 2020,46.59,-3.67,-0.01,-,-,-,-,-,208,-,1.19,-,-,-3.93%,-3.91%,-,8490,2020-09-30 00:00:00,0.282,8490
Q2 2020,33.55,-2.24,-0.00,-,284.55,59.63,224.92,0.32,194,-,1.08,0.86,-,-0.86%,-1.86%,-,8490,2020-06-30 00:00:00,0.263,8490
Q1 2020,35.68,-0.5,-0.00,-,-,-,231.43,0.33,279,-,1.37,1.20,-,-,-0.64%,-,8490,2020-03-31 00:00:00,0.378,8490
Q3 2024,,,,,,,,,,,,,,,,,8490,2024-09-30 00:00:00,0.139,8490
Q4 2019,,,,,,,,,,,,,,,,,8490,2019-12-31 00:00:00,0.459,8490
Q3 2024,35.69,2.15,0.00,0.004,165.59,23.72,141.87,0.13,146,10.25,0.95,1.03,-,19.52%,9.76%,17.28%,8473,2024-09-30 00:00:00,0.089,8473
Q2 2024,42.45,7.11,0.01,0.008,175.57,29,146.57,0.13,164,7.89,1.03,1.12,-,9.66%,12.67%,12.98%,8473,2024-06-30 00:00:00,0.107,8473
Q1 2024,35,3.5,0.00,-,-,-,144.92,0.13,188,9.86,1.16,1.30,-,3.91%,10.14%,-,8473,2024-03-31 00:00:00,0.115,8473
Q4 2023,39.98,1.44,0.00,0.008,177.36,32.44,144.92,0.13,190,9.18,1.11,1.31,-,23.22%,10.89%,15.42%,8473,2023-12-31 00:00:00,0.116,8473
Q3 2023,41.84,8.67,0.01,-,-,-,149.37,0.13,178,7.59,1.00,1.19,-,14.84%,13.18%,-,8473,2023-09-30 00:00:00,0.123,8473
Q2 2023,45.57,5.47,0.00,0.013,184.67,35.3,149.37,0.13,172,7.94,0.98,1.15,-,14.20%,12.59%,17.44%,8473,2023-06-30 00:00:00,0.135,8473
Q1 2023,44.01,5.16,0.00,-,-,-,145.46,0.13,204,9.33,1.18,1.40,-,-,10.72%,-,8473,2023-03-31 00:00:00,0.136,8473
Q4 2022,46.8,4.16,0.00,0.006,177.93,32.47,145.46,0.13,213,10.58,1.32,1.46,-,-,9.46%,4.46%,8473,2022-12-31 00:00:00,0.127,8473
Q3 2022,40.16,6.92,0.01,-,-,-,-,-,259,12.25,1.65,-,-,15.64%,8.16%,-,8473,2022-09-30 00:00:00,0.109,8473
Q2 2022,41.53,5.6,0.01,-,167.1,32.73,134.37,0.12,269,11.83,1.73,2.00,-,9.02%,8.45%,-,8473,2022-06-30 00:00:00,0.129,8473
Q1 2022,32.56,3.43,0.00,-,-,-,152.22,0.14,308,11.87,2.03,2.02,-,-,8.43%,-,8473,2022-03-31 00:00:00,0.134,8473
Q4 2021,42.98,5.15,0.00,0.006,181.66,29.44,152.22,0.14,319,11.76,2.14,2.10,-,-,8.50%,3.28%,8473,2021-12-31 00:00:00,0.163,8473
Q3 2021,38.16,8.53,0.01,-,-,-,-,-,209,7.84,1.47,-,-,26.82%,12.76%,-,8473,2021-09-30 00:00:00,0.17,8473
Q2 2021,38.34,8.84,0.01,-,163.91,25.38,138.53,0.12,199,8.72,1.42,1.44,-,14.76%,11.46%,-,8473,2021-06-30 00:00:00,0.172,8473
Q1 2021,29.44,4.61,0.00,-,-,-,125.08,0.11,170,10.30,1.21,1.36,-,-,9.71%,-,8473,2021-03-31 00:00:00,0.178,8473
Q4 2020,36.89,4.74,0.00,-,145.34,20.26,125.08,0.11,168,10.60,1.18,1.34,-,-,9.44%,-,8473,2020-12-31 00:00:00,0.117,8473
Q3 2020,36.18,4.66,0.00,-,-,-,-,-,264,13.83,1.79,-,Upgrade,Upgrade,7.23%,-,8473,2020-09-30 00:00:00,0.111,8473
Q2 2020,,,,,,,,,,,,,,,,,8473,2020-06-30 00:00:00,0.095,8473
Q1 2020,,,,,,,,,,,,,,,,,8473,2020-03-31 00:00:00,0.094,8473
Q4 2019,,,,,,,,,,,,,,,,,8473,2019-12-31 00:00:00,0.148,8473
Q3 2024,5.24,-0.8,-0.00,-,249.34,67.66,181.68,0.08,97,-,-3.17,0.53,-,-31.13%,-42.84%,-,8098,2024-09-30 00:00:00,0.046,8098
Q2 2024,-10.38,-14.75,-0.01,-,282.62,98.89,183.74,0.08,90,-,-4.39,0.49,-,8.36%,-34.42%,-,8098,2024-06-30 00:00:00,0.04,8098
Q1 2024,9.36,4.08,0.00,-,-,-,195.37,0.09,110,-42.24,15.08,0.56,-,-,-2.37%,-,8098,2024-03-31 00:00:00,0.093,8098
Q4 2023,-34.74,-30.01,-0.01,-,301.21,105.85,195.37,0.09,99,-,14.38,0.51,-,-,-2.85%,-,8098,2023-12-31 00:00:00,0.044,8098
Q3 2023,15.2,9.63,0.00,-,-,-,-,-,114,-4.29,-9.46,-,-,26.14%,-23.29%,-,8098,2023-09-30 00:00:00,0.041,8098
Q2 2023,17.48,13.69,0.01,-,300.37,82.34,218.03,0.10,92,-22.26,5.89,0.42,-,7.69%,-4.49%,-,8098,2023-06-30 00:00:00,0.05,8098
Q1 2023,8.95,3.87,0.00,-,-,-,201.08,0.09,121,-7.34,22.70,0.60,-,-,-13.63%,-,8098,2023-03-31 00:00:00,0.045,8098
Q4 2022,-53.71,-53.83,-0.02,-,277.49,76.41,201.08,0.09,167,-,11.52,0.83,-,-,-4.79%,-,8098,2022-12-31 00:00:00,0.052,8098
Q3 2022,42.97,32.12,0.01,-,-,-,-,-,169,5.51,3.06,-,-,2.32%,18.14%,-,8098,2022-09-30 00:00:00,0.042,8098
Q2 2022,7.13,1.35,0.00,-,306.53,73.19,233.34,0.11,191,28.25,7.26,0.82,-,21.21%,3.54%,-,8098,2022-06-30 00:00:00,0.055,8098
Q1 2022,18.13,12.34,0.01,-,-,-,232.79,0.11,178,9.51,4.63,0.77,-,-,10.52%,-,8098,2022-03-31 00:00:00,0.076,8098
Q4 2021,-12.82,-15.08,-0.01,0.005,287.38,54.6,232.79,0.11,145,-,4.28,0.62,-,-,10.46%,8.06%,8098,2021-12-31 00:00:00,0.077,8098
Q3 2021,13.93,8.16,0.00,-,-,-,-,-,145,5.69,2.99,-,-,22.39%,17.57%,-,8098,2021-09-30 00:00:00,0.087,8098
Q2 2021,19.24,13.33,0.01,-,287.37,47.82,239.55,0.11,121,3.70,2.65,0.51,-,14.86%,27.04%,-,8098,2021-06-30 00:00:00,0.076,8098
Q1 2021,13.54,8.78,0.00,-,-,-,236.49,0.11,114,4.70,3.16,0.48,-,-,21.28%,-,8098,2021-03-31 00:00:00,0.062,8098
Q4 2020,1.78,-4.76,-0.00,0.010,273.05,36.57,236.49,0.11,112,-,3.12,0.47,-,-,20.96%,24.46%,8098,2020-12-31 00:00:00,0.062,8098
Q3 2020,11.16,15.37,0.01,-,-,-,-,-,185,8.50,3.99,-,Upgrade,Upgrade,11.76%,-,8098,2020-09-30 00:00:00,0.052,8098
Q2 2020,,,,,,,,,,,,,,,,,8098,2020-06-30 00:00:00,0.042,8098
Q1 2020,,,,,,,,,,,,,,,,,8098,2020-03-31 00:00:00,0.041,8098
Q4 2019,,,,,,,,,,,,,,,,,8098,2019-12-31 00:00:00,0.067,8098
Q3 2024,12.09,3.65,0.00,-,586.3,193.33,392.97,0.46,100,7.81,2.28,0.25,-,2.22%,12.81%,-,8149,2024-09-30 00:00:00,0.106,8149
Q2 2024,11.71,2.21,0.00,-,584.44,195.5,388.94,0.46,121,9.22,2.76,0.31,-,3.04%,10.85%,-,8149,2024-06-30 00:00:00,0.109,8149
Q1 2024,11.29,3.12,0.00,-,-,-,422.31,0.50,116,11.59,2.81,0.28,-,-,8.62%,-,8149,2024-03-31 00:00:00,0.122,8149
Q4 2023,8.86,3.85,0.00,-,630.02,207.72,422.31,0.50,112,11.35,2.57,0.27,-,-,8.81%,-,8149,2023-12-31 00:00:00,0.121,8149
Q3 2023,12.01,3.95,0.00,-,-,-,-,-,112,15.20,2.29,-,-,-0.79%,6.58%,-,8149,2023-09-30 00:00:00,0.147,8149
Q2 2023,9.19,-0.9,-0.00,-,582.62,194.59,388.03,0.46,130,-,2.55,0.33,-,2.75%,4.43%,-,8149,2023-06-30 00:00:00,0.141,8149
Q1 2023,13.63,2.98,0.00,-,-,-,440.61,0.53,136,16.52,2.53,0.31,-,-,6.05%,-,8149,2023-03-31 00:00:00,0.136,8149
Q4 2022,14.19,1.36,0.00,-,663.24,222.63,440.61,0.53,149,21.39,2.88,0.34,-,-,4.68%,-,8149,2022-12-31 00:00:00,0.137,8149
Q3 2022,13.88,2.33,0.00,-,-,-,-,-,153,13.49,2.99,-,-,1.51%,7.41%,-,8149,2022-09-30 00:00:00,0.159,8149
Q2 2022,11.92,1.54,0.00,-,706.72,241.08,465.64,0.56,171,16.22,3.22,0.37,-,1.71%,6.17%,-,8149,2022-06-30 00:00:00,0.165,8149
Q1 2022,11.76,1.76,0.00,-,-,-,464.16,0.56,182,28.43,3.34,0.39,-,-,3.52%,-,8149,2022-03-31 00:00:00,0.182,8149
Q4 2021,13.43,5.7,0.01,-,713.48,249.32,464.16,0.56,170,27.06,3.09,0.37,-,-,3.70%,-,8149,2021-12-31 00:00:00,0.187,8149
Q3 2021,15.99,1.56,0.00,-,-,-,-,-,182,-63.36,3.39,-,-,-2.04%,-1.58%,-,8149,2021-09-30 00:00:00,0.21,8149
Q2 2021,13.44,-2.6,-0.00,0.001,740.03,266.14,473.89,0.57,170,-,3.25,0.36,-,1.61%,-2.01%,0.96%,8149,2021-06-30 00:00:00,0.224,8149
Q1 2021,12.24,1.64,0.00,-,-,-,466.19,0.56,174,78.17,3.37,0.37,-,-,1.28%,-,8149,2021-03-31 00:00:00,0.209,8149
Q4 2020,12.14,-3.48,-0.00,0.001,730.31,264.12,466.19,0.56,181,-,3.29,0.39,-,-,0.27%,1.36%,8149,2020-12-31 00:00:00,0.225,8149
Q3 2020,14.37,1.03,0.00,-,-,-,-,-,236,15.69,3.95,-,Upgrade,Upgrade,6.37%,-,8149,2020-09-30 00:00:00,0.208,8149
Q2 2020,,,,,,,,,,,,,,,,,8149,2020-06-30 00:00:00,0.213,8149
Q1 2020,,,,,,,,,,,,,,,,,8149,2020-03-31 00:00:00,0.22,8149
Q4 2019,,,,,,,,,,,,,,,,,8149,2019-12-31 00:00:00,0.288,8149
Q3 2024,20.3,2.5,0.00,-,114.5,11.22,103.28,0.13,80,9.53,0.91,0.77,-,6.61%,10.49%,-,8372,2024-09-30 00:00:00,0.088,8372
Q2 2024,20.8,1.64,0.00,-,111.82,13.5,98.32,0.12,62,7.94,0.73,0.63,-,4.90%,12.60%,-,8372,2024-06-30 00:00:00,0.102,8372
Q1 2024,20.5,1.21,0.00,-,-,-,98.67,0.12,65,8.42,0.80,0.66,-,12.64%,11.87%,-,8372,2024-03-31 00:00:00,0.097,8372
Q4 2023,26.76,3.04,0.00,0.004,115.25,16.58,98.67,0.12,57,7.51,0.74,0.58,-,8.44%,13.31%,6.08%,8372,2023-12-31 00:00:00,0.097,8372
Q3 2023,16.91,1.98,0.00,-,-,-,93.66,0.12,60,17.59,0.85,0.64,-,6.27%,5.68%,-,8372,2023-09-30 00:00:00,0.076,8372
Q2 2023,17.33,1.47,0.00,-,108.43,14.78,93.66,0.12,62,17.61,0.85,0.67,-,4.62%,5.68%,-,8372,2023-06-30 00:00:00,0.075,8372
Q1 2023,15.7,1.08,0.00,-,-,-,93.51,0.12,80,18.18,1.09,0.86,-,-,5.50%,-,8372,2023-03-31 00:00:00,0.066,8372
Q4 2022,20.28,-1.11,-0.00,0.003,110.32,16.82,93.51,0.12,59,-,0.82,0.63,-,-,6.84%,4.51%,8372,2022-12-31 00:00:00,0.069,8372
Q3 2022,20.34,2.11,0.00,-,-,-,-,-,54,10.29,0.71,-,-,10.02%,9.72%,-,8372,2022-09-30 00:00:00,0.072,8372
Q2 2022,17.35,2.32,0.00,-,106.44,13.93,92.51,0.12,62,11.81,0.87,0.67,-,3.12%,8.47%,-,8372,2022-06-30 00:00:00,0.09,8372
Q1 2022,14.01,0.73,0.00,-,-,-,93.05,0.12,61,10.73,0.87,0.65,-,-,9.32%,-,8372,2022-03-31 00:00:00,0.066,8372
Q4 2021,24.5,0.13,0.00,0.004,112.01,18.96,93.05,0.12,64,8.14,0.91,0.69,-,-,12.28%,6.65%,8372,2021-12-31 00:00:00,0.061,8372
Q3 2021,15.1,2.04,0.00,-,-,-,-,-,60,6.40,0.94,-,-,12.38%,15.63%,-,8372,2021-09-30 00:00:00,0.069,8372
Q2 2021,16.64,2.77,0.00,-,106.76,15.97,90.79,0.11,62,5.77,0.94,0.68,-,13.20%,17.33%,-,8372,2021-06-30 00:00:00,0.064,8372
Q1 2021,14.01,2.92,0.00,-,-,-,88.48,0.11,63,5.88,0.95,0.71,-,-,17.02%,-,8372,2021-03-31 00:00:00,0.068,8372
Q4 2020,17.98,1.65,0.00,0.004,104.89,16.41,88.48,0.11,57,5.94,0.84,0.64,-,-,16.84%,7.73%,8372,2020-12-31 00:00:00,0.063,8372
Q3 2020,17.25,3.33,0.00,-,-,-,-,-,76,9.03,1.17,-,Upgrade,Upgrade,11.07%,-,8372,2020-09-30 00:00:00,0.065,8372
Q2 2020,,,,,,,,,,,,,,,,,8372,2020-06-30 00:00:00,0.063,8372
Q1 2020,,,,,,,,,,,,,,,,,8372,2020-03-31 00:00:00,0.057,8372
Q4 2019,,,,,,,,,,,,,,,,,8372,2019-12-31 00:00:00,0.076,8372
Q3 2024,236.66,3.73,0.00,-,506.25,314.14,192.11,0.21,83,5.61,0.08,0.43,-,10.80%,17.83%,-,8319,2024-09-30 00:00:00,0.104,8319
Q2 2024,290.16,4.39,0.00,-,545.79,362.12,183.67,0.20,87,5.29,0.09,0.47,-,8.00%,18.91%,-,8319,2024-06-30 00:00:00,0.103,8319
Q1 2024,227.48,3.51,0.00,-,-,-,185.35,0.20,88,4.78,0.09,0.48,-,6.31%,20.93%,-,8319,2024-03-31 00:00:00,0.102,8319
Q4 2023,219.12,3.11,0.00,0.010,495.2,309.85,185.35,0.20,83,4.21,0.09,0.45,-,15.42%,23.75%,11.45%,8319,2023-12-31 00:00:00,0.095,8319
Q3 2023,255.62,5.39,0.01,-,-,-,173.8,0.19,76,3.92,0.08,0.43,-,17.54%,25.50%,-,8319,2023-09-30 00:00:00,0.1,8319
Q2 2023,230.29,6.48,0.01,-,496.29,322.5,173.8,0.19,80,3.76,0.09,0.46,-,13.10%,26.58%,-,8319,2023-06-30 00:00:00,0.093,8319
Q1 2023,181.51,4.67,0.00,-,-,-,170.88,0.19,103,6.48,0.14,0.60,-,-,15.43%,-,8319,2023-03-31 00:00:00,0.087,8319
Q4 2022,240.44,2.72,0.00,0.008,539.76,368.89,170.88,0.19,92,6.07,0.14,0.54,-,-,16.47%,8.49%,8319,2022-12-31 00:00:00,0.08,8319
Q3 2022,213.45,7.48,0.01,-,-,-,-,-,110,6.02,0.19,-,-,3.27%,16.60%,-,8319,2022-09-30 00:00:00,0.085,8319
Q2 2022,112.47,0.99,0.00,-,238.87,118.62,120.25,0.15,120,7.03,0.24,1.00,-,13.21%,14.23%,-,8319,2022-06-30 00:00:00,0.101,8319
Q1 2022,115.84,4.03,0.01,-,-,-,122,0.15,121,5.53,0.23,0.99,-,-,18.10%,-,8319,2022-03-31 00:00:00,0.091,8319
Q4 2021,142.73,5.77,0.01,0.009,257.98,135.98,122,0.15,97,4.46,0.18,0.79,-,-,22.44%,10.02%,8319,2021-12-31 00:00:00,0.108,8319
Q3 2021,136.76,6.24,0.01,-,-,-,-,-,85,4.38,0.16,-,-,21.87%,22.85%,-,8319,2021-09-30 00:00:00,0.117,8319
Q2 2021,128.82,5.83,0.01,-,227.72,117.92,109.8,0.14,79,5.11,0.16,0.72,-,14.98%,19.58%,-,8319,2021-06-30 00:00:00,0.112,8319
Q1 2021,125.64,3.88,0.00,-,-,-,103.51,0.13,65,5.36,0.13,0.63,-,-,18.66%,-,8319,2021-03-31 00:00:00,0.09,8319
Q4 2020,128.33,3.42,0.00,0.004,220.38,116.87,103.51,0.13,55,5.16,0.12,0.53,-,-,19.38%,9.14%,8319,2020-12-31 00:00:00,0.079,8319
