600309.SS,WANHUA CHEM,Basic Materials,Specialty Chemicals,2019,nan,nan,nan,nan,2.0,nan,nan,nan,0.04003162288080657,156863482519.73438,nan,49.96050262451172
600310.SS,GUANGXI ENERGY,Utilities,Utilities - Renewable,2019,nan,nan,nan,nan,0.020833,nan,nan,nan,0.006106539217456693,5000399464.024658,nan,3.411588668823242
600312.SS,PINGGAO ELEC,Industrials,Electrical Equipment & Parts,2019,nan,nan,nan,nan,0.064,nan,nan,nan,0.010261526407631243,8462959665.670898,nan,6.236888885498047
600315.SS,SH JAHWA,Consumer Defensive,Household & Personal Products,2019,nan,nan,nan,nan,0.25,nan,nan,nan,0.008426767097985148,19943175602.91687,nan,29.667367935180664
600316.SS,HONGDU AVIATION,Industrials,Aerospace & Defense,2019,nan,nan,nan,nan,0.012,nan,nan,nan,0.0009282532597719018,9270495651.277954,nan,12.927506446838379
600320.SS,ZHENHUA HEAVY INDUSTRIES,Industrials,Specialty Industrial Machinery,2019,nan,nan,nan,nan,0.05,nan,nan,nan,0.01438357803876673,11547891154.22644,nan,3.476186513900757
600323.SS,GRANDBLUE ENV,Utilities,Utilities - Regulated Water,2019,nan,nan,nan,nan,0.2,nan,nan,nan,0.012163941105039185,13405967703.382324,nan,16.442039489746094
600325.SS,HUAFA,Real Estate,Real Estate - Development,2019,nan,nan,nan,nan,0.35,nan,nan,nan,0.05867416626891244,16416978149.894287,nan,5.965146541595459
600327.SS,GRAND ORIENT,Consumer Cyclical,Department Stores,2019,nan,nan,nan,nan,0.166667,nan,nan,nan,0.06621699908799746,2226975484.004883,nan,2.516982078552246
600328.SS,CNSIG CHEM,Basic Materials,Chemicals,2019,nan,nan,nan,nan,0.141538,nan,nan,nan,0.026234703267031555,7939920949.384277,nan,5.3950676918029785
600329.SS,DA REN TANG,Healthcare,Drug Manufacturers - Specialty & Generic,2019,nan,nan,nan,nan,0.22,nan,nan,nan,0.017787240178191065,7051951975.87738,nan,12.368416786193848
600330.SS,TIANTONG,Technology,Electronic Components,2019,nan,nan,nan,nan,0.05,nan,nan,nan,0.006430242233002088,9590851878.5625,nan,7.7757568359375
